est_year,season,survey_area,xmin_fit,xmax_fit,xmin_actual,xmax_actual,n,b,confMin,confMax,spectra_type,stdErr,C,area,area_titles,bot_temp,overall_avg_btemp,bot_temp_anom,total_weight_lb
1970,Fall,GB,1.24284730877656,13287.759804325087,1.24284730877656,13287.759804325087,7703,-0.9064648570939984,-0.9144648570939982,-0.8984648570939981,bodymass,0.00408163265306122,0.06634111181053197,Georges Bank,Georges Bank,10.944702190996678,11.364273827197954,-0.419571636201276,74995068.16510703
1970,Fall,GoM,64.29347767313236,25150.7118171556,64.29347767313236,25150.7118171556,9526,-1.4205365421827865,-1.4335365421827864,-1.4075365421827866,bodymass,0.00663265306122443,2.636363541317663,Gulf of Maine,Gulf of Maine,7.225850052113284,7.58698901219138,-0.36113896007809654,205627805.2759761
1970,Fall,MAB,33.171611120197944,132944.8843388418,33.171611120197944,132944.8843388418,13810,-2.6220450271997375,-2.6490450271997377,-2.5950450271997374,bodymass,0.0137755102040817,475.1331942973584,Mid-Atlantic Bight,Mid-Atlantic Bight,13.839641797124068,14.421963910975771,-0.5823221138517045,8818.48
1970,Fall,Northeast Shelf,16.207114167540052,132944.8843388418,16.207114167540052,132944.8843388418,59709,-1.509585945837888,-1.513585945837888,-1.505585945837888,bodymass,0.00204081632653061,2.128566181330509,Northeast Shelf,Northeast Shelf,9.914444670307232,10.635930429009806,-0.7214857587025723,403586731.13137674
1970,Fall,SNE,16.422642818796575,18020.858911787207,16.422642818796575,18020.858911787207,24520,-1.60821369795676,-1.61621369795676,-1.60021369795676,bodymass,0.00408163265306122,3.3845076199388076,Southern New England,Southern New England,10.304601875508656,11.91513307981422,-1.6105312043055644,122955039.21029358
1970,Spring,GB,128.27890414970398,24779.792233673736,128.27890414970398,24779.792233673736,9834,-1.92940798528044,-1.94940798528044,-1.90940798528044,bodymass,0.01020408163265307,85.27367173930547,Georges Bank,Georges Bank,5.7250537959495444,6.301109876470461,-0.5760560805209174,74995068.16510703
1970,Spring,GoM,64.42754459616293,17230.573983544396,64.42754459616293,17230.573983544396,8320,-1.4027961999918923,-1.4177961999918922,-1.388796199991892,bodymass,0.0073979591836735,2.410363459338619,Gulf of Maine,Gulf of Maine,6.097260028330434,6.624192595080466,-0.5269325667500313,205627805.2759761
1970,Spring,MAB,16.46114762259095,14412.151515804988,16.46114762259095,14412.151515804988,22655,-1.8070359764055248,-1.8180359764055245,-1.7960359764055245,bodymass,0.00561224489795918,7.770649003562008,Mid-Atlantic Bight,Mid-Atlantic Bight,8.150002995694127,8.445150233826018,-0.29514723813189114,8818.48
1970,Spring,Northeast Shelf,16.165611215386374,24779.792233673736,16.165611215386374,24779.792233673736,66081,-1.3798085674258886,-1.3838085674258886,-1.3758085674258886,bodymass,0.00204081632653061,1.1647847523805592,Northeast Shelf,Northeast Shelf,6.518396927610329,6.972748924661886,-0.4543519970515568,403586731.13137674
1970,Spring,SNE,4.205395359719246,19683.634697956528,4.205395359719246,19683.634697956528,23743,-1.1290000244102076,-1.1340000244102075,-1.1240000244102075,bodymass,0.00255102040816321,0.23387837348775456,Southern New England,Southern New England,6.615302982361779,6.976838513185743,-0.3615355308239634,122955039.21029358
1971,Fall,GB,1.2921588032009803,14294.970710969646,1.2921588032009803,14294.970710969646,8609,-1.0428049084831972,-1.0498049084831973,-1.0358049084831973,bodymass,0.00357142857142857,0.1316528009511715,Georges Bank,Georges Bank,11.144823553465791,11.364273827197954,-0.21945027373216064,80274755.90552185
1971,Fall,GoM,2.0711580207755635,25760.488686139448,2.0711580207755635,25760.488686139448,9437,-0.969114980350806,-0.976114980350806,-0.962114980350806,bodymass,0.00357142857142857,0.08933573042377044,Gulf of Maine,Gulf of Maine,6.854390709070237,7.58698901219138,-0.7325983031211436,201270622.11918563
